empnum,exitdate,exittype,exitreason
4864,2022-06-23,Termination (Involuntary),Redundancy
4868,2022-06-23,Termination (Involuntary),Redundancy
4896,2022-06-23,Termination (Involuntary),Redundancy
4898,2022-06-23,Termination (Involuntary),Redundancy
4900,2022-06-23,Termination (Involuntary),Redundancy
4902,2022-06-23,Termination (Involuntary),Redundancy
4922,2022-06-23,Termination (Involuntary),Redundancy
4947,2022-06-23,Termination (Involuntary),Redundancy
5093,2022-06-23,Termination (Involuntary),Redundancy
5096,2022-06-23,Termination (Involuntary),Redundancy
5098,2022-06-23,Termination (Involuntary),Redundancy
5100,2022-06-23,Termination (Involuntary),Redundancy
5101,2022-06-23,Termination (Involuntary),Redundancy
5109,2022-06-23,Termination (Involuntary),Redundancy
5110,2022-06-23,Termination (Involuntary),Redundancy
5114,2022-06-23,Termination (Involuntary),Redundancy
5115,2022-06-23,Termination (Involuntary),Redundancy
5116,2022-06-23,Termination (Involuntary),Redundancy
5120,2022-06-23,Termination (Involuntary),Redundancy
5122,2022-06-23,Termination (Involuntary),Redundancy
5126,2022-06-23,Termination (Involuntary),Redundancy
5131,2022-06-23,Termination (Involuntary),Redundancy
5132,2022-06-23,Termination (Involuntary),Redundancy
5133,2022-06-23,Termination (Involuntary),Redundancy
5137,2022-06-23,Termination (Involuntary),Redundancy
5141,2022-06-23,Termination (Involuntary),Redundancy
5145,2022-06-23,Termination (Involuntary),Redundancy
5148,2022-06-23,Termination (Involuntary),Redundancy
5153,2022-06-23,Termination (Involuntary),Redundancy
5160,2022-06-23,Termination (Involuntary),Redundancy
5236,2022-06-23,Termination (Involuntary),Redundancy
5237,2022-06-23,Termination (Involuntary),Redundancy
5239,2022-06-23,Termination (Involuntary),Redundancy
5243,2022-06-23,Termination (Involuntary),Redundancy
5247,2022-06-23,Termination (Involuntary),Redundancy
5249,2022-06-23,Termination (Involuntary),Redundancy
5250,2022-06-23,Termination (Involuntary),Redundancy
5251,2022-06-23,Termination (Involuntary),Redundancy
5252,2022-06-23,Termination (Involuntary),Redundancy
5253,2022-06-23,Termination (Involuntary),Redundancy
5255,2022-06-23,Termination (Involuntary),Redundancy
5256,2022-06-23,Termination (Involuntary),Redundancy
5257,2022-06-23,Termination (Involuntary),Redundancy
5258,2022-06-23,Termination (Involuntary),Redundancy
5259,2022-06-23,Termination (Involuntary),Redundancy
5404,2022-06-23,Termination (Involuntary),Redundancy
5405,2022-06-23,Termination (Involuntary),Redundancy
3135,2022-06-21,Termination (Involuntary),Redundancy
3396,2022-06-18,Termination (Involuntary),Redundancy
3402,2022-06-18,Termination (Involuntary),Redundancy
3410,2022-06-18,Termination (Involuntary),Redundancy
3413,2022-06-18,Termination (Involuntary),Redundancy
3451,2022-06-18,Termination (Involuntary),Redundancy
3463,2022-06-18,Termination (Involuntary),Redundancy
3787,2022-06-18,Termination (Involuntary),Redundancy
3794,2022-06-18,Termination (Involuntary),Redundancy
3802,2022-06-18,Termination (Involuntary),Redundancy
3822,2022-06-18,Termination (Involuntary),Redundancy
3826,2022-06-18,Termination (Involuntary),Redundancy
3830,2022-06-18,Termination (Involuntary),Redundancy
3840,2022-06-18,Termination (Involuntary),Redundancy
3843,2022-06-18,Termination (Involuntary),Redundancy
3854,2022-06-18,Termination (Involuntary),Redundancy
3983,2022-06-18,Death,Redundancy
3988,2022-06-18,Termination (Involuntary),Redundancy
4005,2022-06-18,Termination (Involuntary),Redundancy
4026,2022-06-18,Termination (Involuntary),Redundancy
4028,2022-06-18,Termination (Involuntary),Redundancy
4214,2022-06-18,Termination (Involuntary),Redundancy
4254,2022-06-18,Termination (Involuntary),Redundancy
4257,2022-06-18,Termination (Involuntary),Redundancy
4263,2022-06-18,Termination (Involuntary),Redundancy
4267,2022-06-18,Termination (Involuntary),Redundancy
4467,2022-06-18,Termination (Involuntary),Redundancy
4471,2022-06-18,Termination (Involuntary),Redundancy
4472,2022-06-18,Termination (Involuntary),Redundancy
4474,2022-06-18,Termination (Involuntary),Redundancy
4607,2022-06-18,Termination (Involuntary),Redundancy
4621,2022-06-18,Termination (Involuntary),Redundancy
4673,2022-06-18,Termination (Involuntary),Redundancy
4681,2022-06-18,Termination (Involuntary),Redundancy
4682,2022-06-18,Termination (Involuntary),Redundancy
4697,2022-06-18,Termination (Involuntary),Redundancy
4708,2022-06-18,Termination (Involuntary),Redundancy
4717,2022-06-18,Termination (Involuntary),Redundancy
4829,2022-06-18,Termination (Involuntary),Redundancy
4923,2022-06-18,Termination (Involuntary),Redundancy
4924,2022-06-18,Termination (Involuntary),Redundancy
4925,2022-06-18,Termination (Involuntary),Redundancy
4926,2022-06-18,Termination (Involuntary),Redundancy
4927,2022-06-18,Termination (Involuntary),Redundancy
4930,2022-06-18,Termination (Involuntary),Redundancy
5108,2022-06-18,Termination (Involuntary),Redundancy
5127,2022-06-18,Termination (Involuntary),Redundancy
222,2022-06-17,Termination (Involuntary),Redundancy
355,2022-06-17,Termination (Involuntary),Redundancy
552,2022-06-17,Termination (Involuntary),Redundancy
1434,2022-06-17,Termination (Involuntary),Redundancy
2890,2022-06-17,Termination (Involuntary),Redundancy
3048,2022-06-17,Termination (Involuntary),Redundancy
3053,2022-06-17,Termination (Involuntary),Redundancy
3141,2022-06-17,Termination (Involuntary),Redundancy
3148,2022-06-17,Termination (Involuntary),Redundancy
3393,2022-06-17,Termination (Involuntary),Redundancy
3394,2022-06-17,Termination (Involuntary),Redundancy
3395,2022-06-17,Termination (Involuntary),Redundancy
3397,2022-06-17,Termination (Involuntary),Redundancy
3398,2022-06-17,Termination (Involuntary),Redundancy
3399,2022-06-17,Termination (Involuntary),Redundancy
3400,2022-06-17,Termination (Involuntary),Redundancy
3401,2022-06-17,Termination (Involuntary),Redundancy
3403,2022-06-17,Termination (Involuntary),Redundancy
3404,2022-06-17,Termination (Involuntary),Redundancy
3406,2022-06-17,Termination (Involuntary),Redundancy
3408,2022-06-17,Termination (Involuntary),Redundancy
3409,2022-06-17,Termination (Involuntary),Redundancy
3411,2022-06-17,Termination (Involuntary),Redundancy
3412,2022-06-17,Termination (Involuntary),Redundancy
3663,2022-06-17,Termination (Involuntary),Redundancy
3664,2022-06-17,Termination (Involuntary),Redundancy
3670,2022-06-17,Termination (Involuntary),Redundancy
3671,2022-06-17,Termination (Involuntary),Redundancy
3681,2022-06-17,Termination (Involuntary),Redundancy
3682,2022-06-17,Termination (Involuntary),Redundancy
3683,2022-06-17,Termination (Involuntary),Redundancy
3684,2022-06-17,Termination (Involuntary),Redundancy
3685,2022-06-17,Termination (Involuntary),Redundancy
3686,2022-06-17,Termination (Involuntary),Redundancy
3691,2022-06-17,Termination (Involuntary),Redundancy
3692,2022-06-17,Termination (Involuntary),Redundancy
3695,2022-06-17,Termination (Involuntary),Redundancy
3696,2022-06-17,Termination (Involuntary),Redundancy
3701,2022-06-17,Termination (Involuntary),Redundancy
3755,2022-06-17,Termination (Involuntary),Redundancy
3823,2022-06-17,Termination (Involuntary),Redundancy
3824,2022-06-17,Termination (Involuntary),Redundancy
3926,2022-06-17,Termination (Involuntary),Redundancy
3946,2022-06-17,Termination (Involuntary),Redundancy
3978,2022-06-17,Termination (Involuntary),Redundancy
3992,2022-06-17,Termination (Involuntary),Redundancy
3993,2022-06-17,Termination (Involuntary),Redundancy
4009,2022-06-17,Termination (Involuntary),Redundancy
4022,2022-06-17,Termination (Involuntary),Redundancy
4050,2022-06-17,Termination (Involuntary),Redundancy
4055,2022-06-17,Termination (Involuntary),Redundancy
4172,2022-06-17,Termination (Involuntary),Redundancy
4427,2022-06-17,Termination (Involuntary),Redundancy
4446,2022-06-17,Termination (Involuntary),Redundancy
4489,2022-06-17,Termination (Involuntary),Redundancy
4590,2022-06-17,Termination (Involuntary),Redundancy
4837,2022-06-17,Termination (Involuntary),Redundancy
4883,2022-06-17,Termination (Involuntary),Redundancy
4885,2022-06-17,Termination (Involuntary),Redundancy
4942,2022-06-17,Termination (Involuntary),Redundancy
5088,2022-06-17,Termination (Involuntary),Redundancy
5231,2022-06-17,Termination (Involuntary),Redundancy
5245,2022-06-17,Termination (Involuntary),Redundancy
5261,2022-06-17,Termination (Involuntary),Redundancy
5606,2022-06-17,Termination (Involuntary),Redundancy
5633,2022-06-17,Termination (Involuntary),Redundancy
3405,2022-06-16,Termination (Involuntary),Redundancy
4246,2022-06-16,Termination (Involuntary),Redundancy
4306,2022-06-16,Termination (Involuntary),Redundancy
4656,2022-06-16,Termination (Involuntary),Redundancy
4941,2022-06-16,Termination (Involuntary),Redundancy
5086,2022-06-16,Termination (Involuntary),Redundancy
5091,2022-06-16,Termination (Involuntary),Redundancy
5613,2022-06-16,Termination (Involuntary),Redundancy
142,2022-06-15,Termination (Involuntary),Redundancy
326,2022-06-15,Termination (Involuntary),Redundancy
383,2022-06-15,Termination (Involuntary),Redundancy
5637,2022-06-15,Termination (Involuntary),Redundancy
2003,2022-06-10,Termination (Involuntary),Redundancy
3499,2022-06-10,Termination (Involuntary),Redundancy
3503,2022-06-10,Termination (Involuntary),Redundancy
3541,2022-06-10,Termination (Involuntary),Redundancy
3549,2022-06-10,Termination (Involuntary),Redundancy
3553,2022-06-10,Termination (Involuntary),Redundancy
3559,2022-06-10,Termination (Involuntary),Redundancy
3616,2022-06-10,Termination (Involuntary),Redundancy
3623,2022-06-10,Termination (Involuntary),Redundancy
3625,2022-06-10,Termination (Involuntary),Redundancy
3660,2022-06-10,Termination (Involuntary),Redundancy
3704,2022-06-10,Termination (Involuntary),Redundancy
3711,2022-06-10,Termination (Involuntary),Redundancy
3715,2022-06-10,Termination (Involuntary),Redundancy
3725,2022-06-10,Termination (Involuntary),Redundancy
3726,2022-06-10,Termination (Involuntary),Redundancy
3727,2022-06-10,Termination (Involuntary),Redundancy
3729,2022-06-10,Termination (Involuntary),Redundancy
3730,2022-06-10,Termination (Involuntary),Redundancy
3735,2022-06-10,Termination (Involuntary),Redundancy
3881,2022-06-10,Termination (Involuntary),Redundancy
4343,2022-06-10,Termination (Involuntary),Redundancy
4361,2022-06-10,Termination (Involuntary),Redundancy
4417,2022-06-10,Termination (Involuntary),Redundancy
4635,2022-06-10,Termination (Involuntary),Redundancy
5222,2022-06-10,Termination (Involuntary),Redundancy
5223,2022-06-10,Termination (Involuntary),Redundancy
5322,2022-06-10,Termination (Involuntary),Redundancy
5323,2022-06-10,Termination (Involuntary),Redundancy
5599,2022-06-10,Termination (Involuntary),Redundancy
1029,2022-09-18,Resignation (Voluntary),relationship with my team
1805,2022-09-09,Resignation (Voluntary),relationship with my team
2979,2022-08-26,Resignation (Voluntary),relationship with my team
496,2022-08-19,Resignation (Voluntary),relationship with my team
3116,2022-06-05,Resignation (Voluntary),relationship with my team
4529,2022-05-10,Resignation (Voluntary),relationship with my team
2801,2023-03-01,Resignation (Voluntary),Resignation
813,2023-02-28,Resignation (Voluntary),Resignation
3741,2023-02-18,Resignation (Voluntary),Resignation
5623,2022-08-31,Resignation (Voluntary),Resignation
4562,2022-07-29,Resignation (Voluntary),Resignation
812,2022-07-23,Resignation (Voluntary),Resignation
449,2022-07-21,Resignation (Voluntary),Resignation
4555,2022-07-08,Resignation (Voluntary),Resignation
3286,2022-06-03,Resignation (Voluntary),Resignation
4325,2022-06-02,Resignation (Voluntary),Resignation
4530,2022-05-28,Resignation (Voluntary),Resignation
2080,2022-04-06,Resignation (Voluntary),Resignation
4093,2022-03-25,Resignation (Voluntary),Resignation
3647,2022-03-12,Resignation (Voluntary),Resignation
2165,2022-03-03,Resignation (Voluntary),Resignation
1594,2022-02-25,Resignation (Voluntary),Resignation
1658,2022-02-25,Resignation (Voluntary),Resignation
2949,2022-02-20,Resignation (Voluntary),Resignation
2985,2022-02-10,Resignation (Voluntary),Resignation
1634,2022-02-07,Resignation (Voluntary),Resignation
2564,2022-02-04,Resignation (Voluntary),Resignation
3093,2022-02-01,Resignation (Voluntary),Resignation
939,2022-01-28,Resignation (Voluntary),Resignation
274,2022-01-26,Resignation (Voluntary),Resignation
849,2022-01-20,Resignation (Voluntary),Resignation
748,2022-01-19,Resignation (Voluntary),Resignation
2802,2022-01-06,Resignation (Voluntary),Resignation
2579,2021-12-31,Resignation (Voluntary),Resignation
1664,2021-12-30,Resignation (Voluntary),Resignation
522,2021-12-29,Resignation (Voluntary),Resignation
2591,2021-12-29,Resignation (Voluntary),Resignation
2974,2021-12-20,Resignation (Voluntary),Resignation
998,2021-12-06,Resignation (Voluntary),Resignation
2192,2021-12-03,Resignation (Voluntary),Resignation
179,2021-11-01,Resignation (Voluntary),Resignation
315,2021-10-16,Resignation (Voluntary),Resignation
413,2021-10-16,Resignation (Voluntary),Resignation
838,2021-09-18,Resignation (Voluntary),Resignation
414,2021-09-11,Resignation (Voluntary),Resignation
1270,2021-08-30,Resignation (Voluntary),Resignation
175,2021-08-21,Resignation (Voluntary),Resignation
303,2021-08-21,Resignation (Voluntary),Resignation
751,2021-08-20,Resignation (Voluntary),Resignation
86,2021-08-14,Resignation (Voluntary),Resignation
1528,2021-08-12,Resignation (Voluntary),Resignation
1633,2021-08-10,Termination (Involuntary),Resignation
229,2021-08-05,Termination (Involuntary),Resignation
305,2021-08-01,Resignation (Voluntary),Resignation
395,2021-07-30,Resignation (Voluntary),Resignation
872,2021-07-30,Resignation (Voluntary),Resignation
481,2021-07-28,Resignation (Voluntary),Resignation
538,2021-07-27,Resignation (Voluntary),Resignation
784,2021-07-20,Resignation (Voluntary),Resignation
1500,2021-07-18,Resignation (Voluntary),Resignation
871,2021-07-09,Resignation (Voluntary),Resignation
398,2021-07-01,Resignation (Voluntary),Resignation
641,2021-07-01,Resignation (Voluntary),Resignation
446,2021-06-28,Resignation (Voluntary),Resignation
895,2021-06-28,Resignation (Voluntary),Resignation
851,2021-06-25,Resignation (Voluntary),Resignation
1254,2021-06-25,Resignation (Voluntary),Resignation
360,2021-06-12,Resignation (Voluntary),Resignation
390,2021-06-12,Resignation (Voluntary),Resignation
1401,2021-06-12,Resignation (Voluntary),Resignation
984,2021-06-08,Resignation (Voluntary),Resignation
484,2021-06-07,Resignation (Voluntary),Resignation
209,2021-05-31,Resignation (Voluntary),Resignation
136,2021-05-25,Resignation (Voluntary),Resignation
252,2021-05-06,Resignation (Voluntary),Resignation
916,2021-04-02,Resignation (Voluntary),Resignation
38,2021-03-11,Resignation (Voluntary),Resignation
212,2021-01-12,Resignation (Voluntary),Resignation
739,2020-12-31,Resignation (Voluntary),Resignation
624,2020-12-30,Resignation (Voluntary),Resignation
730,2020-11-30,Resignation (Voluntary),Resignation
598,2020-08-21,Resignation (Voluntary),Resignation
458,2020-07-21,Resignation (Voluntary),Resignation
346,2020-06-26,Resignation (Voluntary),Resignation
327,2020-04-25,Resignation (Voluntary),Resignation
215,2020-03-26,Resignation (Voluntary),Resignation
79,2020-02-01,Resignation (Voluntary),Resignation
91,2019-12-18,Resignation (Voluntary),Resignation
60,2019-11-24,Resignation (Voluntary),Resignation
80,2019-10-12,Resignation (Voluntary),Resignation
95,2019-10-11,Resignation (Voluntary),Resignation
126,2019-09-11,Resignation (Voluntary),Resignation
70,2019-09-02,Resignation (Voluntary),Resignation
159,2019-07-11,Resignation (Voluntary),Resignation
169,2019-06-25,Resignation (Voluntary),Resignation
77,2019-03-23,Resignation (Voluntary),Resignation
17,2019-03-20,Resignation (Voluntary),Resignation
98,2019-03-20,Resignation (Voluntary),Resignation
134,2019-02-22,Resignation (Voluntary),Resignation
16,2019-02-10,Resignation (Voluntary),Resignation
59,2019-02-10,Resignation (Voluntary),Resignation
57,2019-02-07,Resignation (Voluntary),Resignation
28,2019-01-29,Resignation (Voluntary),Resignation
45,2018-12-14,Resignation (Voluntary),Resignation
101,2018-11-23,Resignation (Voluntary),Resignation
53,2018-11-22,Resignation (Voluntary),Resignation
26,2018-11-14,Resignation (Voluntary),Resignation
8,2018-08-28,Resignation (Voluntary),Resignation
64,2018-08-02,Resignation (Voluntary),Resignation
55,2018-07-24,Resignation (Voluntary),Resignation
14,2018-07-13,Resignation (Voluntary),Resignation
1168,2022-10-01,Resignation (Voluntary),Start own business
62,2022-02-01,Resignation (Voluntary),Start own business
419,2021-07-31,Resignation (Voluntary),Start own business
712,2021-07-03,Resignation (Voluntary),Start own business
688,2021-04-14,Resignation (Voluntary),Start own business
132,2020-07-18,Resignation (Voluntary),Start own business
106,2020-01-01,Resignation (Voluntary),Start own business
1256,2022-10-28,Termination (Involuntary),Structure Change
4153,2022-10-21,Termination (Involuntary),Structure Change
5080,2022-10-16,Termination (Involuntary),Structure Change
4058,2022-10-09,Termination (Involuntary),Structure Change
5027,2022-09-30,Termination (Involuntary),Structure Change
794,2022-09-21,Termination (Involuntary),Structure Change
78,2022-08-31,Termination (Involuntary),Structure Change
2941,2022-08-27,Termination (Involuntary),Structure Change
4951,2022-08-19,Termination (Involuntary),Structure Change
809,2022-08-07,Termination (Involuntary),Structure Change
5447,2022-08-04,Termination (Involuntary),Structure Change
4117,2022-08-02,Termination (Involuntary),Structure Change
5495,2022-07-29,Termination (Involuntary),Structure Change
5597,2022-07-29,Termination (Involuntary),Structure Change
3145,2022-07-28,Termination (Involuntary),Structure Change
3767,2022-07-28,Termination (Involuntary),Structure Change
4771,2022-07-28,Termination (Involuntary),Structure Change
5277,2022-07-28,Termination (Involuntary),Structure Change
5308,2022-07-28,Termination (Involuntary),Structure Change
2182,2022-07-27,Termination (Involuntary),Structure Change
5192,2022-07-27,Termination (Involuntary),Structure Change
5056,2022-07-26,Termination (Involuntary),Structure Change
2980,2022-07-25,Termination (Involuntary),Structure Change
4766,2022-07-25,Termination (Involuntary),Structure Change
5055,2022-07-25,Termination (Involuntary),Structure Change
5449,2022-07-25,Termination (Involuntary),Structure Change
5612,2022-07-25,Termination (Involuntary),Structure Change
3638,2022-07-22,Termination (Involuntary),Structure Change
4278,2022-07-22,Termination (Involuntary),Structure Change
4536,2022-07-22,Termination (Involuntary),Structure Change
4543,2022-07-22,Termination (Involuntary),Structure Change
5026,2022-07-22,Termination (Involuntary),Structure Change
5057,2022-07-22,Termination (Involuntary),Structure Change
5333,2022-07-22,Termination (Involuntary),Structure Change
5355,2022-07-22,Termination (Involuntary),Structure Change
4749,2022-07-21,Termination (Involuntary),Structure Change
5012,2022-07-21,Termination (Involuntary),Structure Change
5081,2022-07-21,Termination (Involuntary),Structure Change
5358,2022-07-21,Termination (Involuntary),Structure Change
5444,2022-07-21,Termination (Involuntary),Structure Change
5541,2022-07-21,Termination (Involuntary),Structure Change
5601,2022-07-21,Termination (Involuntary),Structure Change
2797,2022-07-20,Termination (Involuntary),Structure Change
3770,2022-07-20,Termination (Involuntary),Structure Change
4271,2022-07-20,Termination (Involuntary),Structure Change
5288,2022-07-20,Termination (Involuntary),Structure Change
4765,2022-07-18,Termination (Involuntary),Structure Change
4624,2022-07-08,Termination (Involuntary),Structure Change
4950,2022-07-05,Termination (Involuntary),Structure Change
983,2022-06-30,Termination (Involuntary),Structure Change
4268,2022-06-30,Termination (Involuntary),Structure Change
5334,2022-06-28,Termination (Involuntary),Structure Change
3090,2022-06-24,Termination (Involuntary),Structure Change
4120,2022-06-24,Termination (Involuntary),Structure Change
4164,2022-06-24,Termination (Involuntary),Structure Change
5028,2022-06-24,Termination (Involuntary),Structure Change
3301,2022-06-23,Termination (Involuntary),Structure Change
3899,2022-06-16,Termination (Involuntary),Structure Change
3887,2022-06-15,Termination (Involuntary),Structure Change
1569,2022-06-13,Termination (Involuntary),Structure Change
4319,2022-06-10,Termination (Involuntary),Structure Change
4534,2022-06-10,Termination (Involuntary),Structure Change
3898,2022-06-06,Termination (Involuntary),Structure Change
4879,2022-06-06,Termination (Involuntary),Structure Change
5627,2022-06-06,Termination (Involuntary),Structure Change
5345,2022-06-02,Termination (Involuntary),Structure Change
4783,2022-06-01,Termination (Involuntary),Structure Change
4787,2022-06-01,Termination (Involuntary),Structure Change
5328,2022-06-01,Termination (Involuntary),Structure Change
5031,2022-05-31,Termination (Involuntary),Structure Change
1159,2022-02-17,Termination (Involuntary),Structure Change
2688,2022-12-10,Resignation (Voluntary),Study
2363,2022-12-01,Resignation (Voluntary),Study
2565,2022-12-01,Resignation (Voluntary),Study
2391,2022-09-01,Resignation (Voluntary),Study
1966,2022-08-05,Resignation (Voluntary),Study
448,2022-08-02,Resignation (Voluntary),Study
2461,2022-07-24,Resignation (Voluntary),Study
1734,2022-09-02,Resignation (Voluntary),Study Overseas
1604,2022-07-14,Resignation (Voluntary),Study Overseas
3973,2022-05-15,Resignation (Voluntary),Study Overseas
1571,2022-03-17,Resignation (Voluntary),Study Overseas
3442,2022-01-31,Resignation (Voluntary),Study Overseas
1688,2022-01-10,Resignation (Voluntary),Study Overseas
2047,2022-01-05,Resignation (Voluntary),Study Overseas
2019,2021-12-30,Resignation (Voluntary),Study Overseas
1072,2021-12-03,Resignation (Voluntary),Study Overseas
2805,2022-05-31,Termination (Involuntary),Team fit
2992,2022-05-04,Termination (Involuntary),Team fit
2180,2022-04-22,Termination (Involuntary),Team fit
909,2021-11-04,Resignation (Voluntary),Team fit
1879,2021-06-29,Termination (Involuntary),Team fit
1258,2021-06-07,Termination (Involuntary),Team fit
959,2021-04-01,Termination (Involuntary),Team fit
3636,2023-02-15,Termination (Involuntary),Termination
5050,2023-02-15,Termination (Involuntary),Termination
220,2023-02-14,Termination (Involuntary),Termination
286,2023-02-14,Termination (Involuntary),Termination
292,2023-02-14,Termination (Involuntary),Termination
311,2023-02-14,Termination (Involuntary),Termination
345,2023-02-14,Termination (Involuntary),Termination
400,2023-02-14,Termination (Involuntary),Termination
425,2023-02-14,Termination (Involuntary),Termination
455,2023-02-14,Termination (Involuntary),Termination
457,2023-02-14,Termination (Involuntary),Termination
592,2023-02-14,Termination (Involuntary),Termination
607,2023-02-14,Termination (Involuntary),Termination
679,2023-02-14,Termination (Involuntary),Termination
781,2023-02-14,Termination (Involuntary),Termination
834,2023-02-14,Termination (Involuntary),Termination
908,2023-02-14,Termination (Involuntary),Termination
938,2023-02-14,Termination (Involuntary),Termination
948,2023-02-14,Termination (Involuntary),Termination
981,2023-02-14,Termination (Involuntary),Termination
1027,2023-02-14,Termination (Involuntary),Termination
1037,2023-02-14,Termination (Involuntary),Termination
1042,2023-02-14,Termination (Involuntary),Termination
1048,2023-02-14,Termination (Involuntary),Termination
1100,2023-02-14,Termination (Involuntary),Termination
1102,2023-02-14,Termination (Involuntary),Termination
1117,2023-02-14,Termination (Involuntary),Termination
1150,2023-02-14,Termination (Involuntary),Termination
1278,2023-02-14,Termination (Involuntary),Termination
1323,2023-02-14,Termination (Involuntary),Termination
1366,2023-02-14,Termination (Involuntary),Termination
1428,2023-02-14,Termination (Involuntary),Termination
1479,2023-02-14,Termination (Involuntary),Termination
1518,2023-02-14,Termination (Involuntary),Termination
1570,2023-02-14,Termination (Involuntary),Termination
1638,2023-02-14,Termination (Involuntary),Termination
1644,2023-02-14,Termination (Involuntary),Termination
1666,2023-02-14,Termination (Involuntary),Termination
1676,2023-02-14,Termination (Involuntary),Termination
1711,2023-02-14,Termination (Involuntary),Termination
1841,2023-02-14,Termination (Involuntary),Termination
1905,2023-02-14,Termination (Involuntary),Termination
1911,2023-02-14,Termination (Involuntary),Termination
1943,2023-02-14,Termination (Involuntary),Termination
1970,2023-02-14,Termination (Involuntary),Termination
2008,2023-02-14,Termination (Involuntary),Termination
2023,2023-02-14,Termination (Involuntary),Termination
2091,2023-02-14,Termination (Involuntary),Termination
2188,2023-02-14,Termination (Involuntary),Termination
2189,2023-02-14,Termination (Involuntary),Termination
2227,2023-02-14,Termination (Involuntary),Termination
2247,2023-02-14,Termination (Involuntary),Termination
2257,2023-02-14,Termination (Involuntary),Termination
2260,2023-02-14,Termination (Involuntary),Termination
2268,2023-02-14,Termination (Involuntary),Termination
2271,2023-02-14,Termination (Involuntary),Termination
2288,2023-02-14,Termination (Involuntary),Termination
2297,2023-02-14,Termination (Involuntary),Termination
2364,2023-02-14,Termination (Involuntary),Termination
2395,2023-02-14,Termination (Involuntary),Termination
2398,2023-02-14,Termination (Involuntary),Termination
2403,2023-02-14,Termination (Involuntary),Termination
2426,2023-02-14,Termination (Involuntary),Termination
2523,2023-02-14,Termination (Involuntary),Termination
2540,2023-02-14,Termination (Involuntary),Termination
2544,2023-02-14,Termination (Involuntary),Termination
2557,2023-02-14,Termination (Involuntary),Termination
2595,2023-02-14,Termination (Involuntary),Termination
2609,2023-02-14,Termination (Involuntary),Termination
2631,2023-02-14,Termination (Involuntary),Termination
2649,2023-02-14,Termination (Involuntary),Termination
2690,2023-02-14,Termination (Involuntary),Termination
2692,2023-02-14,Termination (Involuntary),Termination
2697,2023-02-14,Termination (Involuntary),Termination
2731,2023-02-14,Termination (Involuntary),Termination
2757,2023-02-14,Termination (Involuntary),Termination
2796,2023-02-14,Termination (Involuntary),Termination
2831,2023-02-14,Termination (Involuntary),Termination
2835,2023-02-14,Termination (Involuntary),Termination
2838,2023-02-14,Termination (Involuntary),Termination
2876,2023-02-14,Termination (Involuntary),Termination
2879,2023-02-14,Termination (Involuntary),Termination
2887,2023-02-14,Termination (Involuntary),Termination
2935,2023-02-14,Termination (Involuntary),Termination
2977,2023-02-14,Termination (Involuntary),Termination
3003,2023-02-14,Termination (Involuntary),Termination
3031,2023-02-14,Termination (Involuntary),Termination
3051,2023-02-14,Termination (Involuntary),Termination
3057,2023-02-14,Termination (Involuntary),Termination
3166,2023-02-14,Termination (Involuntary),Termination
3203,2023-02-14,Termination (Involuntary),Termination
3206,2023-02-14,Termination (Involuntary),Termination
3235,2023-02-14,Termination (Involuntary),Termination
3236,2023-02-14,Termination (Involuntary),Termination
3335,2023-02-14,Termination (Involuntary),Termination
3337,2023-02-14,Termination (Involuntary),Termination
3486,2023-02-14,Termination (Involuntary),Termination
3617,2023-02-14,Termination (Involuntary),Termination
3650,2023-02-14,Termination (Involuntary),Termination
3651,2023-02-14,Termination (Involuntary),Termination
3658,2023-02-14,Termination (Involuntary),Termination
3890,2023-02-14,Termination (Involuntary),Termination
4001,2023-02-14,Termination (Involuntary),Termination
4024,2023-02-14,Termination (Involuntary),Termination
4073,2023-02-14,Termination (Involuntary),Termination
4077,2023-02-14,Termination (Involuntary),Termination
4141,2023-02-14,Termination (Involuntary),Termination
4144,2023-02-14,Termination (Involuntary),Termination
4145,2023-02-14,Termination (Involuntary),Termination
4162,2023-02-14,Termination (Involuntary),Termination
4280,2023-02-14,Termination (Involuntary),Termination
4281,2023-02-14,Termination (Involuntary),Termination
4345,2023-02-14,Termination (Involuntary),Termination
4548,2023-02-14,Termination (Involuntary),Termination
4627,2023-02-14,Termination (Involuntary),Termination
5058,2023-02-14,Termination (Involuntary),Termination
5326,2023-02-14,Termination (Involuntary),Termination
5327,2023-02-14,Termination (Involuntary),Termination
5392,2023-02-14,Termination (Involuntary),Termination
5641,2023-02-14,Termination (Involuntary),Termination
203,2023-01-14,Termination (Involuntary),Termination
205,2023-01-14,Termination (Involuntary),Termination
294,2023-01-14,Termination (Involuntary),Termination
387,2023-01-14,Termination (Involuntary),Termination
499,2023-01-14,Termination (Involuntary),Termination
524,2023-01-14,Termination (Involuntary),Termination
525,2023-01-14,Termination (Involuntary),Termination
530,2023-01-14,Termination (Involuntary),Termination
681,2023-01-14,Termination (Involuntary),Termination
687,2023-01-14,Termination (Involuntary),Termination
746,2023-01-14,Termination (Involuntary),Termination
754,2023-01-14,Termination (Involuntary),Termination
790,2023-01-14,Termination (Involuntary),Termination
804,2023-01-14,Termination (Involuntary),Termination
861,2023-01-14,Termination (Involuntary),Termination
987,2023-01-14,Termination (Involuntary),Termination
1045,2023-01-14,Termination (Involuntary),Termination
1049,2023-01-14,Termination (Involuntary),Termination
1058,2023-01-14,Termination (Involuntary),Termination
